author;year;title;journal;pages;place;taxa;region;number
Hamm, A.H. & Richards, O.W.;1926;The biology of the British Crabronidae;Transactions of the Royal Entomological Society of London 74;297-331 (209, 307, 322);London;Tomerus atricapillus/Hymenoptera/;/Palae:/Europe/UK/;9779
Hancock, J.L.;1911;Nature sketches in temperate America;Chicago: A. C. McClung and Company;(128);;;/Nearc:/;9780
Hansen, H.J.;1883;Fabricioris dipterorum;*Naturh. Tidsskr. (3) 14;1-220, pl. 1-15 (145, 198, pl. 4);Kopenhagen;Methylla n.gen./Dioctria/;/Palae:/;9377
Hardy, D.E.;1942;External genitalia of Diptera;Nature 149;441-442;London;;;9570
Hardy, D.E.;1942;New western Asilidae;Journal of the Kansas Entomological Society 15(2);57-61;Manhattan - Lawrence;Stenopogon+Psilonyx(Leptogaster) n.sp./;/Nearc:/;3218
Hardy, D.E.;1943;New Therevidae and Asilidae in the Snow entomological collection;Journal of the Kansas Entomological Society 16;24-29;Manhattan - Lawrence;Erax (Efferia)+Nicocles n.sp./;/Nearc:/;3219
Hardy, D.E.;1944;New Asilidae and Mydaidae (Diptera) in the Snow collection;The Canadian Entomologist 76;226-230;Ottawa;Bromleyus n.gen./Mydaidae/;/Nearc:/;3220
Hardy, D.E.;1947;The genus Leptopteromyia (Asilidae - Diptera);Journal of the Kansas Entomological Society 20;72-75;Manhattan - Lawrence;Leptopteromyia n.sp./;/Nearc:/Texas/Neotr:/Brazil/;10631
Hardy, G.H.;1916;Notes on Tasmanian Diptera and descriptions of new species, etc.;Papers and Proceedings of the Royal Society of Tasmania 1916;267-272;Hobart;Brachyrrhopala nitidus n.var./;/Austr:/Australia/Tasmania/;3226
Hardy, G.H.;1918;Notes on Tasmanian Diptera and description of new species;Papers and Proceedings of the Royal Society of Tasmania 1917;60-66;Hobart;Stratiomyidae/Tabanidae/Cyrtidae/Bombyliidae/;/Austr:/Australia/Tasmania/;3227
Hardy, G.H.;1920;Descriptions of Australian flies of the family Asilidae, with synonyms and notes;Proceedings of the Linnean Society of New South Wales 45(2);185-202;Sydney;Neoitamus n.sp./;/Austr:/Australia/;3228
Hardy, G.H.;1920;On the male genitalia of some robber-flies belonging to the subfamily Asilinae;Proceedings of the Linnean Society of New South Wales 45;250-259;Sydney;Promachus/Asilus n.sp./;/Austr:/Australia/;3229
Hardy, G.H.;1921;A preliminary revision of some genera belonging to the Diptera Brachycera of Australia;Proceedings of the Linnean Society of New South Wales 46;285-300;Sydney;Dasypogoninae/Asilinae/Blepharotes+Neoitamus n.sp./;/Austr:/Australia/;3230
Hardy, G.H.;1922;Descriptions of some Australian flies belonging to the Diptera Brachycera;Record of the Australian Museum 13;193-197;Sydney;Stratiomyidae/Asilus n.sp./;/Austr:/Australia/;3231
Hardy, G.H.;1922;The geographical distribution of genera belonging to the Diptera Brachycera of Australia;Australian Zoologist. Royal Zoological Society of New South Wales 2(4);143-147;Mosman;;/Nearc:/Neotr:/Austr:/Australia/Orien:/Afrot:/Palae:/;3232
Hardy, G.H.;1923;Notes on the distribution of some West Australian Asilidae;Annals and Magazine of Natural History (9)12;174-176;London;;/Austr:/Australia/;3233
Hardy, G.H.;1926;A new classification of Australian robberflies belonging to the subfamily Dasypogoninae (Diptera, Asilidae);Proceedings of the Linnean Society of New South Wales 51;305-312;Sydney;Dasypogoninae/Saropogonini/Brachyrrhopalini/Phellini/;/Austr:/Australia/;3234
Hardy, G.H.;1926;A reclassification of Australian robberflies belonging to the Cerdistus-Neoitamus complex (Diptera, Asilidae);Proceedings of the Linnean Society of New South Wales 51;643-657;Sydney;Cerdistus/Neoitamus/Neocerdistus n.gen./;/Austr:/Australia/;3235
Hardy, G.H.;1927;Further notes on a classification of Australian robber-flies (Diptera - Asilidae);Proceedings of the Linnean Society of New South Wales 52;387-398;Sydney;;/Austr:/Australia/;3236
Hardy, G.H.;1927;On the phylogeny of some Diptera Brachycera;Proceedings of the Linnean Society of New South Wales 52;380-386;Sydney;;/Austr:/Australia/;3237
Hardy, G.H.;1928;Revisional notes on robber flies of the genus Stenopogon (Diptera, Asilidae);Proceedings of the Royal Society of Queensland 39(10)(1927);119-123;Brisbane;Stenopogon n.sp./;/Austr:/Australia/;3238
Hardy, G.H.;1928;Third contribution towards a new classification of Australian Asilidae;Proceedings of the Linnean Society of New South Wales 53;469-473;Sydney;Cyrtopogon n.sp./Chryseutria n.gen./Saropogonini/;/Austr:/Australia/;3239
Hardy, G.H.;1929;Fourth contribution towards a new classification of the Australian Asilidae;Proceedings of the Linnean Society of New South Wales 54;353-360;Sydney;;/Austr:/Australia/;3240
Hardy, G.H.;1929;Notes on the identity of Australian flies of the genus Cerdistus (Asilidae);Proceedings of the Linnean Society of New South Wales 54;80-88;Sydney;Cerdistus/Rhabdotoitamus/;/Austr:/Australia/;3241
Hardy, G.H.;1929;On the type locality of certain flies described by Macquart in `Dipteres Exotiques`;Proceedings of the Linnean Society of New South Wales 54 Suppl.;61-64;Sydney;Cerdistus/;/Austr:/Australia/;3242
Hardy, G.H.;1929;Revisional notes on described Australian robber flies of the genus Ommatius (Asilidae);Proceedings of the Royal Society of Queensland 40(6)(1928);61-65;Brisbane;Ommatius/;/Austr:/Australia/;3243
Hardy, G.H.;1930;Fifth contribution towards a new classification of the Australian Asilidae (Diptera);Proceedings of the Linnean Society of New South Wales 55;249-260;Sydney;Saropogonini/Aterpogon n.gen./Metalaphria n.sp./Stichopogonini/;/Austr:/Australia/;3244
Hardy, G.H.;1930;Revisional notes on the tribe Brachyrrhopalini (robber flies), with remarks on habits and mimiery;Proceedings of the Royal Society of Queensland 41(5)(1929);59-72;Brisbane;Brachyrrhopala n.sp./Codula/Chrysopogon/Opseostlengis/Cerdistus/Leptogaster/Ceriodes/Erethropogon/Saropogon/Thereutria/Neosaropogon/Cyrtopogon/Clinopogon/Tabanus/Conops/;/Austr:/Australia/;3245
Hardy, G.H.;1934;The Asilidae of Australia. Part I;Annals and Magazine of Natural History (10)13;498-525;London;Clinopogon+Stichopogon n.sp./Neterhaptomenus n.gen./;/Austr:/Australia/;3246
Hardy, G.H.;1934;The Asilidae of Australia. Part II;Annals and Magazine of Natural History (10)14;1-35;London;Neosaropogon+Chrysopogon n.sp./Dakinomyia n.gen./;/Austr:/Australia/;3247
Hardy, G.H.;1935;The Asilidae of Australia. Part III;Annals and Magazine of Natural History (10)16;161-187;London;Leptogastrinae/;/Austr:/Australia/;3248
Hardy, G.H.;1935;The Asilidae of Australia. Part IV;Annals and Magazine of Natural History (10)16;405-426;London;Cerdistus/;/Austr:/Australia/;3249
Hardy, G.H.;1940;Miscellaneous notes on Australian Diptera. VII.;Proceedings of the Linnean Society of New South Wales 65(5-6);484-493;Sydney;;/Austr:/Australia/;3250
Hardy, G.H.;1941;Miscellaneous notes on Australian Diptera. VIII.;Proceedings of the Linnean Society of New South Wales 66;223-233;Sydney;Neoaratus/Bombyliidae/;/Austr:/Australia/;3251
Hardy, G.H.;1942;Miscellaneous notes on Australian Diptera. IX. Superfamily Asiloidea;Proceedings of the Linnean Society of New South Wales 67(3-4);197-204;Sydney;Mydaidae/;/Austr:/Australia/;3252
Hardy, G.H.;1944;Miscellaneous notes on Australian Diptera. X. Distribution, classification and the Tabanus posticus-group;Proceedings of the Linnean Society of New South Wales 69;76-86;Sydney;;/Austr:/Australia/;3253
Hardy, G.H.;1944;The copulation and the terminal segments of Diptera;Proceedings of the Royal Entomological Society of London. A. 19;52-65;London;;/Austr:/;3254
Hardy, G.H.;1948;On classifying Asilidae;The Entomologist`s Monthly Magazine 84;116-119;London;;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/;3258
Hardy, G.H.;1949;Miscellaneous notes on Australian Diptera. XIV. Venation and other notes;Proceedings of the Linnean Society of New South Wales 73;298-303;Sydney;Cyanonedys/Ommatius/Blepharotes/;/Austr:/Australia/;3259
Hardy, G.H.;1950;Capturing an elusive robber fly (Dipt., Asilidae);The Entomologist`s Monthly Magazine 86;345-346;London;Neoaratus/Arachnida/;/Austr:/Australia/Afrot:/Palae:/;3260
Hardy, G.H.;1950;How a robber-fly (Dipt., Asilidae) falls prey to a scorpion-fly (Mecopt., Bittacidae);The Entomologist`s Monthly Magazine 86;146;London;Mecoptera/Thereutria/;/Austr:/;3261
Hardy, G.H.;1951;The phylogeny of Diptera;The Entomologist`s Monthly Magazine 87;140-141;London;;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/;3263
Hardy, G.H.;1951;Theories of world distribution of Diptera;The Entomologist`s Monthly Magazine 87;99-103;London;;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/;3264
Hardy, G.H.;1953;The prey of Stenopogon (Dipt., Asilidae) in New South Wales;The Entomologist`s Monthly Magazine 89;106;London;Stenopogon/;/Austr:/;3265
Hardy, G.H.;1955;The first median vein in the wings of Diptera;The Entomologist`s Monthly Magazine 91;197-198;London;Promachus/Syrphidae/Empidae/;/Austr:/;3267
Hardy, G.H.;1960;The time element in development of colour on adult Diptera and on that of a cicada (Homoptera);The Entomologist`s Monthly Magazine 96;5-7;London;;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/;3268
Harmston, F.C.;1948;Dipterous predators of the mosquito in Utah and Wyoming;Great Basin Naturalist 9;21-23;Provo;Cyrtopogon bimacula/C. willistoni/;/Nearc:/USA/Utah/Wyoming/;10073
Harmston, F.C. & Knowlton, G.F.;1941;Courting antics of a robber fly;Bulletin of the Brooklyn Entomological Society 36;110;New York - Lancaster;Cyrtopogon/;/Nearc:/;3271
Harper, R.W.;1952;Grasshoppers of economic importance in California;*The Bulletin (California Dept. Agr.) 41(3);153-175 (174);?;;;9571
Harris, M.;1776;An Exposition of insects, with curious observations and remarks, wherein each insect is particularly described (Part III + V) [5 parts 1776-1780];London;III: 73-99, V: 139-166;;Asilus+Dioctria n.sp./Epitriptus/;/Palae:/;3274
Harris, R.A.;1979;A glossary of surface sculpturing;*Occasional Papers in Entomology, Department of Food and Agriculture, California 28;1-31;?;;;9884
Harris, T.W.;1862;A treatise on some of the insects injurious to vegetation, 3.Edition;Boston;(604-605);;;/Nearc:/;3275
Harshbarger, W.A.;1894;The bold robber fly and the Mantis;Entomological News 5;169;Vincentown;Mantidae/;/Nearc:/;3280
Hart, C.A. & Gleason, H.A.;1907;On the biology of the sand areas of Illinois;Bulletin of the Illinois State Laboratory of Natural History 7;137-272;Normal;;/Nearc:/Illinois/USA/;3281
Harusawa, K.;1984;Memories of two asilid flies attacking Maradera japonica (Motschulsky): Scarabaeidae;Bulletin of the Osaka Museum of Natural History 30(12);6;Osaka;Choerades/Neoitamus/Coleoptera/Scarabaeidae/;/Palae:/Japan/;3291
Harusawa, K.;1997;Ecology of Ceraturgus kawamurae Matsumura and Cyrtopogon pictipennis Coquillett (Diptera, Asilidae)  [in Japanese];Hana abu 3;57-58;Kyoto;Ceraturgus/Cyrtopogon/;/Palae:/Japan/;12
Harusawa, K.;1998;Data on the distribution of Japanese Asilidae (1) [in Japanese];Hana abu 5;44-45;Kyoto;;/Palae:/Japan/;9486
Harusawa, K.;1998;Some records of Pogonosoma funebre Hermann (Asilidae) [in Japanese];Hana abu 5;46;Kyoto;Pogonosoma/;/Palae:/Japan/;9487
Harusawa, K.;1999;Occurrence of Myelaphus dispar (Loew) (Diptera: Asilidae) from Mt. Ohya in Hyogo Prefecture [In Japanese];Hana abu 8;19-21;Kyoto;Myelaphus/;/Palae:/Asia/Japan/Orien:/;10205
Harusawa, K.;1999;On the genus Pogonosoma Rondani, 1856 (Diptera: Asilidae) [in Japanese];Hana abu 7;14-18;Kyoto;Pogonosoma/Andrenosoma/Hyperechia/;/Palae:/Asia/Japan/Orien:/;9862
Harusawa, K.;1999;Recorded Notes [in Japanese];Hana abu 7;65;Kyoto;Choerades/Trichomachimus/Neoitamus/Philonicus/;/Palae:/Asia/Japan/;9866
Harusawa, K.;1999;Recorded Notes [in Japanese];Hana abu 8;63;Kyoto;Noitamus/Laphria/Promachus/Dioctria/Choerades/Trichomachimus/Pogonosoma/;/Palae:/Japan/;10206
Harusawa, K.;1999;Records of robber flies (Asilidae) collected by Yoshihiro Ikezaki [in Japanese];Hana abu 7;54;Kyoto;Dioctria/Laphria/Choerades/Neoitamus/Tolmerus/Cophinopoda/Stichopogon/;/Palae:/Asia/Japan/;9865
Harusawa, K.;2000;Note on the ecology of Choerades komurae (Matsumura) [in Japanese];Hana abu 10;97;Kyoto;Choerades/;/Palae:/Japan/;11124
Harusawa, K.;2000;Records of robber fly (Diptera: Asilidae) captures [in Japanese];Hana abu 10;105-106;Kyoto;Laphria/Dioctria/Holopogon/Cophinopoda/Trichomachimus/Eutolmus/Neoitamus/Choerades/;/Palae:/Japan/;10357
Harusawa, K.;2001;Observations on the oviposition and hatching of Promachus yesonicus Bigot, 1887 (Diptera: Asilidae) [in Japanese];Hana abu 12;43-46;Kyoto;Promachus yesonicus/;/Palae:/Asia/Japan/;10419
Harusawa, K.;2001;Preliminary investigation on migration of the robber fly: Neoitamus angusticornis (Loew, 1858) in Tondabayashi, Osaka Prefecture, Japan (Diptera: Asilidae) [in Japanese];Hana abu 12;39-42;Kyoto;Neoitamus/;/Palae:/Asia/Japan/;10418
Harusawa, K.;2002;Newly recorded robberfly (Diptera: Asilidae) from Japan (1) [in Japanese];Hana abu 13;31-33, pl. 1;Kyoto;Choerades/;/Palae:/Japan/;10472
Harusawa, K.;2002;Observations on the hill topping behavior of Cyrtopogon pictipennis Coquillet (Diptera: Asilidae) [in Japanese];Hana abu 13;33-35;Kyoto;Cyrtopogon/;/Palae:/Japan/;10473
Harusawa, K.;2002;Observations on the oviposition and hatching of Grypoctonus aino Speiser, 1928 and G. hatakeyamae (Matsumura, 1916) (Diptera: Asilidae) [in Japanese];Hana abu 14(10);13-16;Kyoto;Grypoctonus/;/Palae:/Japan/;10530
Harusawa, K.;2003;New records of Asilidae (Diptera) from Yaku Island, Kagoshima Pref., Japan [in Japanese];Hana abu 15(1);82;Kyoto;Choerades/Tolmerus/;/Palae:/Asia/Japan/;10571
Harusawa, K.;2003;New records of Asilidae, collected by Shiraishi, Mori & Haga, part 1-3 [in Japanese];Hana abu 15(1);89-90;Kyoto;Neoitamus/ Eutolmus/Trichomachimus/Promachus/Molobratia/Pogonosoma/laphria/Choerades/Pagidolaphria/Maira/;/Palae:/Asia/Japan/;10577
Harusawa, K.;2004;A record of Cyrtopogon pulchripes Loew (Diptera: Asilidae) from Mt. Tekari, Nagano Prefecture, Japan;Hana abu 18;53;Kyoto;Cyrtopogon/;/Palae:/Japan/;10901
Harusawa, K.;2004;Harobates [=Halobates?] japonicus Esaki, as a prey of Clinopogon sauteri Bezzi (Diptera: Asilidae);Hana abu 17(3);75-76;Kyoto;Clinopogon/Holobates/;/Palae:/Japan/;10731
Harusawa, K.;2004;New records of Asilidae (Diptera) from Yaku Island, Kagoshima Pref., Japan (2);Hana abu 17(3);77-80;Kyoto;Choerades japonicus/Andrenosoma otanegawana/;/Palae:/Japan/;10733
Harusawa, K.;2004;On the robber fly (Diptera: Asilidae) captured by window traps at Tomakomai Experimental Forest, Filed Science Center for Northern Biosphere, Hokkaido University in the year from 1998 to 2000;Hana abu 17(3);70-74;Kyoto;;/Palae:/Japan/;10730
Harusawa, K.;2004;Records of Cyrtopogon pulchripes Loew (Diptera: Asilidae) from Rishiri Island, Hokkaido, Japan;Hana abu 17(3);76-77;Kyoto;Cyrtopogon/;/Palae:/Japan/;10732
Harusawa, K.;2004;Records of prey of the genus Grypoctonus (Diptera: Asilidae), and notes on Bibionidae (Diptera) as their prey;Hana abu 17(3);67-69;Kyoto;Grypoctonus/;/Palae:/Japan/;10729
Harusawa, K.;2005;A record of spider predator for flies (Diptera: Asilidae and Syrphidae);Hana abu 20;108;Kyoto;Neoitamus/Arachnida/;/Palae:/Asia/Japan/;10903
Harusawa, K.;2005;Book review: Robert A. Cannings, 2002. The Systematics of Lasiopogon (Diptera: Asilidae)  [in Japanese];Hana abu 19;70;Kyoto;Lasiopogon/;;10811
Harusawa, K.;2005;Dr. P.A. Lehr, the worldwide authority on robber flies, has passed away;Hana abu 20;126;Kyoto;;;10893
Harusawa, K.;2005;Preliminary investigation on migration of the robber fly Neoitamus angusticornis (Loew) (Diptera : Asilidae);Hana abu 20;101-106;Kyoto;Neoitamus/;/Palae:/Asia/Japan/;10902
Harusawa, K.;2005;Records of Asilidae and Syrphidae (Diptera) from Oki Islands, Shimane Prefecture, Japan  [in Japanese];Hana abu 19;50;Kyoto;Laphria/Promachus/Neoitamus/Tolmerus/;/Palae:/Japan/;10809
Harusawa, K.;2006;An observation of the courtship behavior of Grypoctonus hatakeyamae (Matsumura) (Diptera:Asilidae) [in Japanese];Hana abu 21;51-52 + plt.;Kyoto;Grypoctonus/;/Palae:/Asia/Japan/Orien:/;10969
Harusawa, K.;2006;Manual for the study of robber flies (Diptera:Asilidae) (l) [in Japanese];Hana abu 21;31-50;Kyoto;;/Palae:/Asia/Japan/Orien:/;10968
Harusawa, K.;2006;Records on the asilids preyed on winged ants (Diptera :Asiidae);Hana abu 22;71-72;Kyoto;Hymenoptera/Formicidae/;/Palae:/Japan/;11016
Harusawa, K. & Befu, T.;2003;Records of Laphriinae (Diptera: Asilidae) from Shikoku, Japan [in Japanese];Hana abu 15(1);83-87;Kyoto;Choerades/Laphria/Pogonosoma/Andrenosoma/Mactea/;/Palae:/Asia/Japan/;10572
Harusawa, K. & Katsura, K. & Befu, T.;2002;New localities of Ceraturgus sp. from Honshu and Shikoku, Japan (Asilidae:Diptera) [in Japanese];Hana abu 14(10);17-18;Kyoto;Ceraturgus/;/Palae:/Japan/;10531
Harusawa, K. & Katsuru, K.;2004;First record of an unknown species of the genus Xenomyza (Diptera: Asilidae) from Kyoto Prefecture, Japan;Hana abu 18;54-55;Kyoto;Damalis n.sp./;/Palae:/Japan/;10783
Harusawa, K. & Sugimoto, M.;2003;Notes on the distribution of Pogonosoma, collected in the SW Islands [in Japanese];Hana abu 15(1);89;Kyoto;Pogonosoma/;/Palae:/Asia/Japan/;10576
Harvey, M.;1998;Asilus crabroniformis & Choerades marginatus, p. 25-26 in Dipterists Day Exhibits;Dipterists Digest, second series 5;24-26;Sheffield;Asilus crabroniformis/;/Palae:/UK/;11125
Hasbenli, A. & Bayrakdar, F.;2006;Contribution to geographic distribution of Neoitamus Osten-Sacken, 1878 (Diptera: Asilidae);Dipterological Research - an international journal of dipterological research 17(2);99-100;Ljubljana;Neoitamus/;/Palae:/Asia/Turkey/;11063
Hasbenli, A. & Bayrakdar, F. & Alpay, N.;2006;First record of Erax nigrosetosus Theodor, 1980 (Diptera: Asilidae) from Turkey;Acta Entomologica Slovenica 14;103-106;Ljubljana;Erax/;/Palae:/;11045
Hasbenli, A. & Candan, S. & Alpay, N.;2006;A new species of Leptogaster Meigen (Diptera, Asilidae) from Turkey with egg and spermatheca structure;Zootaxa 1267;49-57;Auckland;Leptogaster n.sp./;/Palae:/Turkey/;10974
Hasbenli, A. & Geller-Grimm, F.;1999;Two new species of Dysmachus Loew, 1860 (Asilidae: Diptera) from Turkey;Journal of the Entomological Research Society 1(1);13-19;Ankara;Dysmachus n.sp./;/Palae:/Turkey/;9692
Hastings, J.M. & Dodson, G.N. & Heckman, J.L.;1994;Male perch selection and the mating system of the robber fly, Promachus albifacies (Diptera: Asilidae);Journal of Insect Behavior 7(6);829-841;New York;Promachus albifacies/;/Nearc:/USA/New Mexico/;10220
Haupt, J.;2002;Choice of perching sites by East Asian robber flies (Diptera: Asilidae);European Journal of Entomology 99;35-42;Ceske Budejovice;;/Palae:/Japan/;10489
Haupt, J. & Azuma, S.;1998;Faunistic and taxonomic notes on robber flies (Diptera: Asilidae) from the Ryukyu Islands (Japan) with the description of three new species, Molobratia triangulata sp.n., Choerades yaeyamana sp.n. and Merodontina silvatica sp.n.;Deutsche Entomologische Zeitschrift 45(2);33-42;Berlin;Choerades+Molobratia+Merodontina n.sp./;/Palae:/Japan/;9490
Haupt, J. & Haupt, H.;1998;Fliegen und Mücken - Beobachtung, Lebensweise;Augsburg: Natur Buch Verlag;351 pp. (160-168);;Syrphidae/;/Palae:/Europe/;9537
Häuser, C.L. & Steiner, A. & Holstein, J. & Scoble, M.C.;2005;Digital Imaging of Biological Type Specimens. A Manual of Best Practice;Stuttgart: Staatliches Museum für Naturkunde;309 pp.;;;;11089
Hauser, M.;2002;Comparison of pupal morphology of Asiloidea with special respect of pupal sensory organs;Abstracts volume of the 5th International Congress of Dipterology;99;Brisbane;;;10519
Hauser, M.;2005;Systematics and evolution of the basal lineages of Therevidae (Insecta: Diptera);Ph.D. thesis, University of Illinois at Urbana-Champaign, USA;327 pp.;Urbana-Champaign;Diptera/Therevidae/Asilidae/;;10939
